emp_no,first_name,last_name,title,hire_date,years
33433,Berni,Lorho,Senior Staff,1995-02-21,27
33441,Padma,Rande,Senior Engineer,1995-04-13,27
33449,Yonghong,Marciano,Senior Staff,1992-09-14,30
33470,Nechama,Potthoff,Senior Engineer,1988-02-25,34
33472,Hsiangchu,Chvatal,Senior Engineer,1985-08-19,37
33477,Shietung,Ventosa,Senior Staff,1985-11-28,37
33493,Lijie,Heiserman,Technique Leader,1990-07-01,32
33494,Limsoon,Gihr,Senior Engineer,1987-03-15,35
33500,Ramya,Georg,Engineer,1991-08-04,31
33510,Shaibal,Christ,Senior Engineer,1987-09-08,35
33512,Raimond,Biran,Senior Engineer,1988-06-30,34
33518,Perla,Birsak,Senior Engineer,1987-02-18,35
33520,Mandell,Georg,Senior Staff,1991-02-04,31
33525,Gou,Ranon,Senior Staff,1992-04-07,30
33526,Alper,Schwartzburd,Engineer,1996-03-17,26
33528,Rafael,Riexinger,Senior Engineer,1990-02-07,32
33529,Mingsen,Baba,Senior Staff,1990-12-07,32
33530,Toney,Garigliano,Senior Engineer,1986-07-13,36
33532,Valter,Setiz,Senior Engineer,1991-04-06,31
33533,Nobuyoshi,Grabner,Staff,1997-05-20,25
33545,Yinghua,Daescu,Staff,1998-06-23,24
33546,Raimond,Thorelli,Senior Staff,1995-07-04,27
33552,Nadjib,Penn,Staff,1989-02-21,33
33553,Parke,Murillo,Senior Staff,1989-07-08,33
33555,Wojceich,Kawashima,Senior Staff,1986-03-27,36
33560,Huiqun,Ranon,Senior Staff,1991-08-21,31
33562,Shigenori,Zobel,Senior Engineer,1987-07-11,35
33563,Sastry,Akazan,Senior Staff,1985-06-13,37
33574,Mabhin,McAffer,Senior Engineer,1988-06-04,34
33579,Guozhong,Eickenmeyer,Senior Staff,1987-06-18,35
33581,Prasadram,Kulisch,Engineer,1993-05-29,29
33583,Yechiam,Hanratty,Senior Staff,1990-05-22,32
33584,Marlo,Nivat,Senior Engineer,1989-07-10,33
33587,Kristina,Benveniste,Senior Staff,1990-10-03,32
33591,Sugwoo,Picaronny,Senior Staff,1987-11-23,35
33597,Masaru,Turnbull,Staff,1997-12-21,25
33603,Houman,Claffy,Staff,1997-01-01,25
33607,Niclas,Thiria,Staff,1993-07-16,29
33614,Seshu,Rissland,Engineer,1991-02-22,31
33619,Brendon,Hardjono,Engineer,1985-10-18,37
33620,Pasqua,Seiwald,Senior Engineer,1989-01-17,33
33625,Byong,Sundgren,Senior Engineer,1989-06-24,33
33628,Macha,Ritcey,Senior Engineer,1987-11-05,35
33631,Tonny,Ozeri,Senior Staff,1985-05-11,37
33648,Giri,Denos,Senior Engineer,1986-01-24,36
33649,Danil,Peng,Engineer,1988-07-13,34
33652,Nimmagadda,Bridgland,Engineer,1985-09-03,37
33654,Barna,Bage,Senior Staff,1992-10-14,30
33655,Zvonko,Lovengreen,Technique Leader,1985-09-14,37
33658,Khosrow,Danlos,Senior Staff,1991-07-12,31
33668,Valery,Yoshizawa,Senior Engineer,1989-04-16,33
33674,Abdelwaheb,Impagliazzo,Senior Staff,1989-10-23,33
33675,Wojceich,Lichtman,Senior Engineer,1986-02-09,36
33681,Hideo,Katiyar,Senior Staff,1990-07-20,32
33696,Danny,Famili,Engineer,1988-03-26,34
33698,Mohan,Dalton,Senior Staff,1986-07-03,36
33702,Selwyn,Nannarelli,Senior Staff,1985-10-22,37
33703,Idoia,Emiris,Senior Staff,1997-09-13,25
33711,Jagoda,Kobuchi,Engineer,1995-08-23,27
33726,Yonghoan,Hasham,Senior Staff,1992-08-16,30
33727,Uno,Highland,Senior Staff,1986-03-11,36
33732,Alain,DeMori,Senior Engineer,1991-03-25,31
33736,DeForest,Koyama,Senior Engineer,1988-12-24,34
33740,Rafael,Guardalben,Engineer,1994-10-23,28
33743,Bodh,Junet,Senior Staff,1988-05-17,34
33745,Fuqing,Frijda,Senior Staff,1993-05-04,29
33748,Bernt,Argence,Senior Engineer,1985-08-21,37
33751,Fabrizio,Honiden,Senior Staff,1991-03-14,31
33756,Tomofumi,Redmiles,Senior Staff,1990-05-04,32
33759,Lena,Beutelspacher,Senior Engineer,1991-02-18,31
33761,Zito,Plumb,Senior Engineer,1994-05-11,28
33762,Mohd,Rosen,Staff,1989-09-30,33
33767,Dekang,Kenevan,Engineer,1988-02-21,34
33768,Karoline,Fontan,Senior Staff,1987-08-24,35
33769,Erzsebet,Haddadi,Staff,1990-01-23,32
33771,Marek,Kitsuregawa,Staff,1995-02-15,27
33783,Jongsuk,Osgood,Staff,1996-03-30,26
33784,Alenka,Mandelberg,Senior Staff,1986-12-26,36
33787,Malu,Kriebel,Senior Engineer,1987-09-17,35
33792,Ashish,Nitsche,Technique Leader,1988-05-18,34
33794,Kwangjo,Tomescu,Senior Engineer,1991-03-12,31
33799,Kellie,Doering,Senior Staff,1985-10-07,37
33800,Peternela,Bottner,Senior Staff,1987-03-13,35
33801,Georgi,Sluis,Senior Staff,1992-08-28,30
33805,Selwyn,Iivonen,Staff,1994-09-23,28
33812,Patricio,Basawa,Senior Staff,1986-04-09,36
33818,Charlene,Mukaidono,Senior Engineer,1989-05-27,33
33823,Greger,Hebert,Senior Staff,1989-03-19,33
33838,Adit,Ranai,Staff,1986-12-07,36
33839,Weiwu,Broder,Senior Staff,1989-03-25,33
33841,Rutger,Setlzner,Senior Staff,1990-07-01,32
33842,Shuji,Hiroyama,Senior Staff,1991-11-04,31
33846,Barry,Ponthieu,Senior Engineer,1990-06-02,32
33852,Marek,Prochazka,Senior Staff,1986-06-23,36
33856,Valdiodio,Alpay,Engineer,1994-08-29,28
33857,Hidefumi,Gulla,Technique Leader,1987-12-19,35
33871,Vivian,Erdmenger,Senior Staff,1987-02-19,35
33877,Jaewoo,Koshino,Technique Leader,1990-02-01,32
33894,Harngdar,Bratten,Senior Staff,1988-07-18,34
33896,Jianhao,Falco,Senior Staff,1989-07-03,33
33897,Mayuri,Bondorf,Senior Staff,1990-07-29,32
33898,Ziva,Lorch,Senior Staff,1995-01-28,27
33907,Jaihie,Kisuki,Staff,1987-02-26,35
33913,Niteen,Binkley,Senior Staff,1987-11-07,35
33914,Munir,Thorensen,Engineer,1995-08-18,27
33923,Chinhyun,Argence,Senior Staff,1987-12-17,35
33927,Bezalel,Haumacher,Senior Engineer,1986-11-14,36
33930,JoAnna,Kampfer,Senior Staff,1992-09-10,30
33932,Hongzhu,Lanphier,Senior Engineer,1990-12-08,32
33934,Vatsa,Ratzlaff,Assistant Engineer,1997-08-01,25
33936,Khun,Bernini,Senior Engineer,1999-08-31,23
33940,Mostafa,Munos,Engineer,1999-06-21,23
33941,Mizuhito,Schaad,Senior Staff,1989-09-28,33
33947,Stein,Picaronny,Staff,1991-01-19,31
33959,Karlis,Chandrasekhar,Senior Staff,1990-01-17,32
33962,Yaghout,Puoti,Technique Leader,1995-04-24,27
33963,Kersti,Bratten,Senior Engineer,1995-05-04,27
33978,Maren,Alpay,Senior Staff,1993-08-08,29
33981,Kazuhiko,Ladret,Senior Engineer,1989-12-29,33
33983,Tesuya,Denis,Senior Engineer,1988-06-09,34
33991,Zeydy,Makrucki,Senior Staff,1987-03-30,35
33992,Hongzue,Andreotta,Engineer,1993-03-16,29
33993,Xiaocheng,Matzen,Technique Leader,1991-09-06,31
33996,Subbu,Olivero,Senior Staff,1985-12-12,37
33997,Suvo,Kopetz,Senior Engineer,1991-01-15,31
33998,Apostol,Polupanov,Senior Engineer,1985-02-06,37
34006,Perry,Cairo,Senior Engineer,1987-12-11,35
34013,Gad,Dolinsky,Engineer,1988-02-26,34
34020,Susanna,Encarnacion,Senior Engineer,1999-02-12,23
34025,Shridhar,Bridgland,Senior Staff,1988-08-07,34
34028,Heejo,Kieras,Senior Engineer,1985-03-03,37
34030,Nobuyoshi,Rodiger,Staff,1985-07-09,37
34032,Weiwu,Gopalakrishnan,Engineer,1985-05-16,37
34048,Takanari,Calkin,Staff,1993-10-26,29
34049,Tadanori,Brookner,Senior Staff,1987-07-14,35
34050,Youjian,Angot,Senior Staff,1985-08-22,37
34051,Jordanka,Motley,Senior Engineer,1985-05-01,37
34052,Bojan,Decaestecker,Senior Staff,1985-08-29,37
34057,Anyuan,Swift,Engineer,1994-11-22,28
34060,Gor,Schrooten,Senior Staff,1996-07-30,26
34064,Nobuyoshi,Boudaillier,Senior Engineer,1994-10-05,28
34069,Mayuko,Schiper,Senior Staff,1991-03-02,31
34070,Sivanarayana,Champarnaud,Senior Engineer,1985-06-01,37
34075,Chaosheng,Peternell,Senior Staff,1988-01-24,34
34082,Yechiam,Jakobus,Engineer,1987-05-30,35
34088,Yuping,Schicker,Staff,1993-11-09,29
34092,Chriss,Manderick,Senior Engineer,1989-12-07,33
34102,Arne,Cyne,Technique Leader,1997-04-10,25
34105,Barry,Theuretzbacher,Senior Staff,1994-03-17,28
34108,Otilia,Menhardt,Senior Staff,1991-09-18,31
34111,Shietung,Demke,Staff,1989-07-28,33
34112,Nirmal,Kinley,Senior Engineer,1988-12-21,34
34115,Saddek,Staelin,Senior Engineer,1990-07-30,32
34122,DeForest,Rossi,Senior Engineer,1988-04-28,34
34124,Kazunori,Kawashima,Senior Staff,1989-09-29,33
34129,Takanari,Kolinko,Senior Engineer,1988-05-07,34
34130,Mahendra,Perry,Engineer,1986-04-27,36
34131,Yakkov,Shrader,Engineer,1998-03-09,24
34135,Shaibal,Krohn,Senior Engineer,1991-09-03,31
34136,Steve,Constantine,Senior Staff,1991-10-25,31
34142,Khatoun,Talmon,Engineer,1989-11-26,33
34143,Gay,Beilner,Senior Engineer,1985-09-02,37
34150,Leen,Miculan,Senior Staff,1988-06-25,34
34151,Guttorm,Reinhard,Staff,1987-05-07,35
34152,Pascal,Bugrara,Engineer,1992-08-25,30
34158,Mohammed,Syrotiuk,Senior Staff,1986-08-13,36
34161,Hirochika,Geffroy,Senior Staff,1991-03-31,31
34166,Naftali,Rahimi,Senior Engineer,1985-02-27,37
34167,JoAnna,Baez,Technique Leader,1994-05-02,28
34168,Jiakeng,Perko,Senior Engineer,1996-04-30,26
34171,Kristof,Genin,Senior Staff,1990-04-18,32
34173,Margareta,Manders,Engineer,1995-03-14,27
34176,Waiman,Plessier,Senior Engineer,1988-08-01,34
34180,Ger,McClure,Senior Engineer,1988-10-19,34
34183,Gurbir,Birta,Senior Engineer,1992-12-21,30
34184,Shiv,Klassen,Senior Engineer,1987-10-06,35
34193,Lobel,Fargier,Engineer,1993-05-01,29
34198,Kazuhiko,Cummings,Senior Engineer,1992-11-23,30
34203,Pragnesh,Tramer,Senior Staff,1985-09-07,37
34205,Boriana,Clemencon,Senior Staff,1990-03-28,32
34207,Pohua,Bernardeschi,Senior Engineer,1988-11-21,34
34208,Rosine,Tsunoo,Senior Engineer,1986-12-08,36
34211,Shigehiro,Geffroy,Senior Engineer,1993-01-06,29
34215,Otilia,Pietrzykowski,Senior Staff,1985-08-05,37
34223,Elrique,Skogmar,Senior Staff,1997-03-30,25
34231,Sachar,Emiris,Senior Engineer,1985-11-18,37
34234,Maia,Menhoudj,Senior Engineer,1995-01-17,27
34236,Kazuhiro,Lamparter,Senior Engineer,1991-05-15,31
34241,Remco,Ariola,Senior Staff,1988-12-06,34
34242,Torsten,Christianini,Staff,1989-07-27,33
34245,Yonghoan,Gammage,Engineer,1994-05-01,28
34248,Perry,Verhoeff,Senior Staff,1993-02-13,29
34254,Moon,Marletta,Senior Engineer,1986-06-15,36
34256,Nishit,Francisci,Senior Staff,1990-07-01,32
34257,Xiaoqiang,Roisin,Senior Engineer,1987-10-14,35
34258,Anestis,Talmor,Senior Staff,1987-09-20,35
34259,Toshiki,Lamparter,Senior Staff,1990-11-24,32
34265,Mihalis,Tsunoo,Senior Staff,1995-05-21,27
34268,Soenke,Kitai,Engineer,1987-01-27,35
34277,Vatsa,Weedman,Technique Leader,1986-06-29,36
34279,Alagu,Nitsch,Senior Engineer,1991-09-12,31
34285,Juichirou,Rande,Senior Engineer,1995-09-09,27
34290,Naftaly,Vieth,Senior Staff,1992-11-23,30
34304,Arvind,Gulik,Senior Staff,1986-01-11,36
34308,Panayotis,Picco,Senior Engineer,1989-12-19,33
34320,Bangqing,Puppe,Senior Staff,1989-04-02,33
34323,Chikara,Pokrovskii,Senior Engineer,1993-08-24,29
34327,Toshiko,Baaz,Senior Staff,1991-08-04,31
34329,Goo,Bernatsky,Senior Engineer,1987-02-24,35
34333,Jaihie,Luef,Senior Staff,1985-04-26,37
34334,Stafford,Veevers,Senior Engineer,1986-08-29,36
34336,Honesty,Schurmann,Senior Engineer,1988-04-09,34
34338,Hairong,Emden,Senior Engineer,1988-11-16,34
34339,Rutger,Ladret,Staff,1994-10-09,28
34343,Bodh,Rodiger,Senior Engineer,1993-01-02,29
34354,Kristen,Acton,Senior Staff,1985-03-08,37
34358,Jaihie,Dulin,Engineer,1988-08-30,34
34360,Barry,Gargeya,Senior Staff,1990-07-14,32
34361,Torsten,Kalorkoti,Senior Staff,1996-09-13,26
34365,Arie,Schiettecatte,Senior Engineer,1989-09-23,33
34368,Wonhee,Ranon,Senior Staff,1985-11-04,37
34371,Vesna,Furudate,Senior Engineer,1994-04-27,28
34374,Yurii,Furedi,Staff,1993-04-19,29
34375,Jacopo,Matzov,Senior Engineer,1990-01-26,32
34377,Hidde,Menhoudj,Senior Engineer,1988-04-16,34
34382,Kayoko,Ravishankar,Senior Staff,1988-08-06,34
34385,Maja,Walston,Engineer,1985-06-21,37
34386,Freyja,Berztiss,Senior Staff,1989-11-08,33
34393,Tooru,Domenig,Technique Leader,1993-03-08,29
34394,Kristinn,Lally,Senior Staff,1989-02-04,33
34399,Becky,Adachi,Staff,1992-10-11,30
34401,Uno,Lanteri,Senior Engineer,1985-08-14,37
34403,Hilary,Gilg,Staff,1995-09-23,27
34406,Yefim,Mitsuhashi,Senior Staff,1988-11-26,34
34407,Lucian,Lorch,Senior Staff,1989-04-18,33
34412,Christ,Itzigehl,Senior Staff,1992-07-24,30
34417,Gio,Flexer,Staff,1985-07-07,37
34425,Krisda,Liedekerke,Engineer,1993-04-08,29
34426,Juyoung,Malinowski,Staff,1993-10-09,29
34432,Sachin,Bojadziev,Senior Engineer,1989-04-24,33
34435,Genki,McConalogue,Senior Engineer,1992-11-18,30
34436,Nikolaus,dAstous,Technique Leader,1991-05-16,31
34437,Yuichiro,Constantine,Engineer,1992-06-20,30
34443,Guiseppe,Serre,Engineer,1989-03-21,33
34444,Sailaja,Alpin,Engineer,1995-05-18,27
34447,Almudena,Llado,Senior Staff,1989-04-15,33
34450,Vitali,Penttonen,Staff,1995-01-26,27
34456,Fumitake,Baby,Senior Engineer,1994-09-07,28
34462,Jaana,Barriga,Senior Engineer,1990-12-26,32
34470,Heeju,Woycyznski,Senior Engineer,1995-01-14,27
34479,Uri,Stemann,Senior Engineer,1991-03-07,31
34482,Jouko,Lortz,Senior Staff,1985-05-19,37
34489,Yaghout,Krychniak,Senior Staff,1988-10-26,34
34502,Howell,Maierhofer,Senior Staff,1990-08-27,32
34503,Huican,Millington,Senior Engineer,1992-11-13,30
34516,Florina,Champarnaud,Senior Engineer,1989-07-25,33
34519,Georg,Steenbeek,Senior Staff,1990-02-17,32
34522,Sibyl,Rijckaert,Senior Engineer,1987-07-02,35
34527,Rimon,Tsunoo,Senior Engineer,1991-04-03,31
34536,Danil,Narahari,Senior Engineer,1987-06-07,35
34538,Pranjal,Rossi,Senior Engineer,1986-02-23,36
34540,Vasilis,Kranzdorf,Senior Engineer,1991-11-11,31
34543,Aris,Fordan,Senior Engineer,1995-01-18,27
34548,Weiru,Kalefeld,Senior Staff,1992-01-06,30
34550,Szabolcs,Borstler,Senior Staff,1985-11-03,37
34552,Souichi,Llado,Senior Staff,1988-04-03,34
34556,Shigehito,Huxford,Senior Staff,1994-09-05,28
34557,Junsik,Alvarado,Senior Engineer,1995-08-09,27
34558,Zhonghui,Feinberg,Staff,1990-01-06,32
34560,Weiye,Isaac,Senior Staff,1991-11-14,31
34564,Shao,Suomi,Technique Leader,1985-06-27,37
34570,Chanjung,Aloisi,Senior Staff,1989-10-02,33
34571,Snehasis,Shrader,Senior Engineer,1991-08-05,31
34576,Niclas,Vigier,Engineer,1991-07-07,31
34578,Jahangir,Baaz,Technique Leader,1987-04-27,35
34579,Aleksander,Terkki,Senior Engineer,1990-12-16,32
34584,Uzi,Chartres,Senior Staff,1988-10-01,34
34586,Qunsheng,Alvarado,Senior Staff,1989-07-17,33
34587,Duri,Perna,Senior Engineer,1985-03-19,37
34591,Odysseas,Vitiello,Staff,1996-08-05,26
34597,Jouko,Bolotov,Senior Staff,1987-03-22,35
34599,Insup,Peltason,Senior Engineer,1985-03-10,37
34600,Godehard,Middleton,Senior Staff,1985-11-04,37
34602,Garnet,Flasterstein,Senior Engineer,1987-09-25,35
34605,Arunachalam,Middleton,Senior Engineer,1988-09-09,34
34607,Shaw,Gimarc,Engineer,1996-12-01,26
34610,Xinan,Ranum,Engineer,1985-05-12,37
34620,Spyrose,Roccetti,Assistant Engineer,1995-04-25,27
34623,Qingxiang,Sabnani,Staff,1996-11-11,26
34626,Udi,McConalogue,Senior Engineer,1986-12-18,36
34629,Monique,Bashian,Technique Leader,1993-04-01,29
34630,Xiaoshan,Whittlesey,Senior Staff,1985-04-11,37
34631,Mihalis,Danner,Engineer,1989-02-16,33
34632,Licheng,Clouatre,Senior Engineer,1987-07-14,35
34638,Bilhanan,Hemaspaandra,Senior Engineer,1989-11-17,33
34641,Cathie,Jervis,Senior Engineer,1985-10-27,37
34647,Kerryn,Tiemann,Senior Engineer,1985-07-19,37
34651,Youngkon,Leaver,Senior Staff,1985-06-05,37
34652,Fumino,Bodoff,Senior Engineer,1991-01-30,31
34661,Kiyokazu,Burnard,Engineer,1985-04-18,37
34662,Heeju,Molenkamp,Senior Engineer,1996-07-06,26
34667,Shai,Nicolson,Senior Staff,1991-10-06,31
34670,Mihalis,Diderrich,Senior Engineer,1986-10-19,36
34673,Unal,Pews,Senior Staff,1985-05-01,37
34679,Mayuri,Soicher,Senior Staff,1994-04-14,28
34685,Serenella,Picaronny,Senior Engineer,1990-08-07,32
34690,Beshir,Litzkow,Senior Engineer,1986-03-03,36
34695,Margareta,Gadepally,Senior Staff,1988-05-20,34
34703,Geoff,Azumi,Senior Engineer,1989-01-09,33
34704,Jaques,Usery,Engineer,1986-01-11,36
34706,Marl,Mahnke,Engineer,1990-12-29,32
34709,Anneli,Kragelund,Senior Staff,1988-09-29,34
34715,Gully,Rosenbaum,Technique Leader,1993-09-08,29
34717,Reinhold,Khalil,Senior Engineer,1997-04-27,25
34720,Masamitsu,Narlikar,Senior Engineer,1996-05-13,26
34725,Weijing,Pollock,Senior Staff,1991-06-02,31
34726,Shridhar,Emmart,Senior Staff,1985-12-24,37
34730,Jiong,Terwilliger,Senior Staff,1987-04-20,35
34734,Ohad,Aumann,Technique Leader,1992-07-18,30
34737,Candido,Litvinov,Engineer,1990-02-02,32
34738,Adhemar,Thiran,Senior Engineer,1989-12-28,33
34739,Arra,Collavizza,Staff,1998-08-03,24
34740,Toney,Sankaranarayanan,Technique Leader,1992-09-23,30
34750,Dharmaraja,Binding,Senior Engineer,1990-01-02,32
34754,Maren,Llado,Senior Staff,1985-04-16,37
34758,Lubomir,Camurati,Senior Staff,1991-08-20,31
34759,Youngkon,Petersohn,Senior Engineer,1987-10-08,35
34763,Shaz,Scharstein,Technique Leader,1989-04-19,33
34772,Pramod,Strandh,Staff,1996-07-19,26
34783,Ingmar,Denos,Staff,1994-10-20,28
34790,Uma,Krohn,Senior Staff,1985-04-13,37
34793,Monique,Huhdanpaa,Senior Engineer,1987-11-23,35
34797,Elvia,Bruckman,Engineer,1991-11-20,31
34805,Marek,Siksek,Senior Engineer,1988-12-14,34
34814,Rajmohan,Tsukune,Senior Staff,1985-04-20,37
34816,Chenyi,Schreiter,Senior Engineer,1985-03-24,37
34827,Heng,Apsitis,Staff,1988-06-13,34
34836,Mandell,Wendorf,Senior Engineer,1989-11-12,33
34839,Henk,Kermarrec,Senior Staff,1987-01-28,35
34847,Pranav,Paciorek,Senior Engineer,1992-06-17,30
34853,Lorien,Levasseur,Senior Engineer,1992-03-17,30
34857,Weicheng,Birrer,Senior Engineer,1985-04-01,37
34862,Zhilian,Aumann,Senior Engineer,1993-07-31,29
34873,Ingmar,Ruemmler,Senior Engineer,1986-01-12,36
34877,Claudi,Kobara,Senior Engineer,1989-08-12,33
34882,Christophe,Suppi,Senior Staff,1988-05-06,34
34888,Amalendu,Plumb,Senior Staff,1990-12-09,32
34893,Susuma,Pelc,Senior Engineer,1989-05-19,33
34901,Uli,Kaelbling,Senior Engineer,1994-06-04,28
34904,Ulf,Camarinopoulos,Senior Engineer,1992-02-26,30
34906,Tzvetan,Marrevee,Senior Engineer,1993-05-09,29
34915,Christ,Tetzlaff,Senior Staff,1988-01-20,34
34922,Patricio,Ramsay,Staff,1990-12-29,32
34926,Gift,Klassen,Engineer,1995-12-30,27
34928,Anwar,Flexer,Senior Engineer,1988-03-02,34
34929,Mohit,Litzler,Senior Staff,1993-03-09,29
34938,Macha,Penz,Engineer,1986-07-30,36
34939,DeForest,Prenel,Staff,1996-11-05,26
34944,Guoxiang,Sanella,Senior Engineer,1996-04-16,26
34947,Mario,Perfilyeva,Senior Staff,1985-04-22,37
34956,Atilio,Peris,Senior Staff,1990-06-04,32
34958,Goetz,Oberman,Senior Staff,1987-12-01,35
34960,Vasilis,Luga,Senior Staff,1985-07-22,37
34961,Uno,Dolinsky,Staff,1988-02-08,34
34962,Adly,Rosay,Senior Engineer,1987-12-02,35
34963,Sungwon,Nyrup,Senior Engineer,1990-01-28,32
34966,Kristof,Pappas,Senior Engineer,1989-06-12,33
34969,Pranav,Doering,Engineer,1990-02-26,32
34984,Shaz,Luff,Engineer,1991-11-17,31
34987,Rosella,Ariola,Engineer,1988-06-09,34
34988,Moty,Matzel,Senior Staff,1989-09-30,33
34990,Roddy,Mitina,Senior Staff,1994-06-03,28
34996,Chinhyun,Butner,Senior Engineer,1985-06-04,37
34999,Shim,Narwekar,Senior Engineer,1987-04-23,35
35002,Debatosh,Katiyar,Staff,1999-07-20,23
35003,Miomir,Rajala,Staff,1996-05-11,26
35005,Akeno,Nanard,Senior Staff,1992-12-07,30
35009,Lansing,Esteva,Senior Staff,1990-12-08,32
35011,Charmane,Vernadat,Senior Staff,1985-10-03,37
35012,Noritoshi,Krybus,Senior Staff,1988-06-27,34
35016,Dinah,Awdeh,Engineer,1987-03-01,35
35020,Manibrata,Haddadi,Senior Staff,1991-04-17,31
35021,Jackson,Schlenzig,Engineer,1995-10-24,27
35031,Horward,Pearson,Senior Engineer,1986-10-29,36
35042,Nahid,Servieres,Staff,1986-12-05,36
35045,Tooru,Hagimont,Senior Engineer,1986-05-06,36
35046,Sachem,Luders,Senior Staff,1986-04-29,36
35049,Xumin,Kilgour,Senior Staff,1990-09-30,32
35059,Vitaly,Flasterstein,Engineer,1987-04-11,35
35068,Dines,Melichar,Engineer,1997-02-17,25
35070,Kirk,Masada,Senior Engineer,1988-12-15,34
35072,Kagan,Sridhar,Senior Engineer,1987-09-17,35
35085,Chandrasekaran,Goldhammer,Senior Staff,1986-11-25,36
35089,Paris,Lanzelotte,Senior Engineer,1988-03-02,34
35093,Sverrir,Mateescu,Senior Staff,1988-09-28,34
35096,Gaetan,Olivero,Senior Engineer,1985-02-23,37
35097,Fusako,Kroha,Senior Staff,1990-10-02,32
35100,Przemyslawa,Zaiane,Senior Engineer,1991-04-27,31
35105,Piyush,Lichtner,Senior Staff,1989-05-25,33
35106,Aleksandar,McAffer,Senior Engineer,1993-01-04,29
35108,Georgi,Dratva,Staff,1998-02-05,24
35110,Reinhold,Speckmann,Senior Engineer,1987-07-24,35
35120,Sailaja,Demeyer,Staff,1989-05-29,33
35123,Yechezkel,Schaaf,Engineer,1985-06-16,37
35127,Naftali,Pagter,Senior Staff,1996-09-12,26
35137,Tonny,Collavizza,Senior Staff,1989-03-30,33
35138,Susuma,Boreale,Senior Engineer,1987-05-16,35
35139,Vasiliy,Lichtman,Engineer,1989-02-14,33
35141,Shmuel,Sooriamurthi,Senior Staff,1990-03-03,32
35142,Conor,Uhrig,Senior Engineer,1987-07-20,35
35146,Kasturi,Cummings,Engineer,1987-04-05,35
35158,Anestis,Pramanik,Engineer,1986-07-31,36
35159,Mohammad,Demke,Staff,1988-06-27,34
35170,Suzette,Michaeli,Staff,1992-02-13,30
35174,Tiina,Hmelo,Senior Engineer,1996-06-27,26
35175,Nirmal,Miculan,Senior Engineer,1993-02-24,29
35176,Jiafu,Wilharm,Senior Staff,1998-03-05,24
35180,Danae,Reutenauer,Staff,1994-12-20,28
35181,Parto,Ghelli,Senior Staff,1991-12-03,31
35182,Uinam,Eldridge,Senior Engineer,1985-03-07,37
35188,Adel,Lund,Senior Engineer,1995-05-14,27
35192,Candida,Benzaken,Senior Staff,1991-07-24,31
35210,Prodip,Gecsel,Senior Staff,1995-10-20,27
35216,Aleksander,Karnin,Technique Leader,1987-09-29,35
35223,Abdulah,Busillo,Senior Engineer,1991-11-24,31
35226,Byong,Felcyn,Senior Engineer,1985-02-21,37
35229,Georgy,Erva,Engineer,1994-03-28,28
35237,Kauko,Schiettecatte,Staff,1993-11-29,29
35238,Martien,Winter,Senior Engineer,1990-07-18,32
35245,Shridhar,Quittner,Senior Engineer,1990-06-06,32
35256,Wojceich,McDermid,Senior Staff,1985-12-14,37
35258,Khedija,Hettesheimer,Senior Engineer,1991-11-19,31
35270,Masali,Bakhtari,Technique Leader,1991-02-05,31
35271,Val,Speek,Senior Engineer,1994-02-05,28
35273,Zsolt,Mitsuhashi,Senior Staff,1987-05-13,35
35278,Djelloul,Shrader,Senior Staff,1994-10-18,28
35280,Tsz,Nergos,Engineer,1991-03-26,31
35283,Franziska,Tischendorf,Senior Staff,1989-02-09,33
35287,Yucel,Conta,Senior Staff,1986-05-14,36
35292,Chaoyi,Perna,Assistant Engineer,1996-01-19,26
35297,Yishai,Dredge,Engineer,1994-01-27,28
35298,Houman,Esteva,Engineer,1985-04-11,37
35300,Chuanti,Chenoweth,Senior Engineer,1987-03-30,35
35303,Fabrizio,Perz,Engineer,1991-02-16,31
35304,Taizo,Griswold,Senior Staff,1990-05-11,32
35319,Sariel,Benveniste,Engineer,1994-01-25,28
35326,Arco,Schwabacher,Senior Staff,1990-09-24,32
35329,Goetz,Lukaszewicz,Senior Staff,1986-11-23,36
35331,Basim,Ghazalie,Senior Engineer,1986-08-14,36
35333,Hideyuki,Veldwijk,Senior Engineer,1987-03-14,35
35336,Xinglin,Uehara,Senior Staff,1992-10-26,30
35342,Elvis,Potthoff,Senior Engineer,1988-02-29,34
35352,Koldo,Kilgour,Senior Engineer,1988-04-25,34
35361,Nahid,Krohn,Senior Engineer,1991-02-21,31
35363,Odoardo,England,Senior Staff,1987-10-14,35
35365,Divier,Quadeer,Senior Staff,1985-08-01,37
35368,Susanta,Guting,Senior Staff,1994-12-26,28
35371,Arup,Chleq,Senior Engineer,1985-09-03,37
35374,Leah,Kroha,Senior Engineer,1993-03-22,29
35394,Shmuel,Muchinsky,Senior Staff,1986-12-24,36
